Task Report     Date: 11/10/2022 19:59:25
"Task: A. Inventories Satellite    Description: Runs all Annual SUT Balanced CORD tasks from stages 00 to 13    Is Parallel: N"
Statistical Activity: Unbalanced Inventories    Mode: INT23

Order,Level,Name,Description,Parent Task,Kind,Exclude,Parallel,Line Run,Dataset,Status,Start Date,End Date,Object Type,Object Details,Selection Criteria,Dimension Mappings
289,3,"         06.504 Calc VPIL CVM AN.123","Chainlink to create VPIL_C and VPIL_O, Q, AN.123, CVM for Published Industries and Prod TOT, Bot lev",285,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = CVM}}{formula = conround(chaincd(PYP,CYP,$LBY),0)}"," {Industry = 'TOTAL',group Published Series} {Asset = AN.123} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
290,3,"         06.505 Calc VPIL CVM AN.124","Chainlink to create VPIL_C and VPIL_O, Q, AN.124, CVM for Published Industries and Prod TOT, Bot lev",285,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = CVM}}{formula = conround(chaincd(PYP,CYP,$LBY),0)}"," {Industry = 'TOTAL',group Published Series} {Asset = AN.124} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
291,3,"         06.506 Calc VPIL CVM AN.125","Chainlink to create VPIL_C and VPIL_O, Q, AN.125, CVM for Published Industries and Prod TOT, Bot lev",285,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Prices = CVM}}{formula = conround(chaincd(PYP,CYP,$LBY),0)}"," {Industry = 'TOTAL',group Published Series} {Asset = AN.125} {Measure = 'VPIL_O','VPIL_C'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
292,1,"   06.60 SU Quality Adjustments","Copy, aggregate and apply VPIL.adj to VPIL_C to create VPIL_C.adj",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy, aggregate and apply VPIL.adj to VPIL_C to create VPIL_C.adj}{isparallel = N}","n/a","n/a"
293,2,"      06.601 Copy VPIL.adj AQ","Copy Q, VPIL.adj (AQ, SU Quality Adjustments) from Input: Inventories Local",292,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = Input: Inventories Local}{status = Work in progress}}"," {Industry = *} {Product = *} {Asset = *} {Sector = S.1} {Measure = VPIL.adj} {Source = LOCAL} {Adjustment Basis = AQ} {Allocation = V} {Prices = *} {Periodicity = Q}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
294,2,"      06.602 Agg VPIL.adj to AN.12","Aggregate Q, CP, CYP, PYP, CVM, VPIL.adj up Asset to AN.12 for Industry and Product Bottom level",292,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = group Bottom level} {Measure = VPIL.adj} {Prices = CP,PYP,CYP,CVM} {Periodicity = Q} {Product = group Bottom level}","n/a"
295,2,"      06.603 Agg VPIL.adj to TOTAL","Aggregate Q, CP, CYP, PYP, CVM, VPIL.adj up Industry to TOTAL for All Assets, Product Bottom level",292,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = *} {Measure = VPIL.adj} {Prices = CP, CYP, PYP, CVM} {Periodicity = Q} {Product = group Bottom level}","n/a"
296,2,"      06.604 Agg VPIL.adj to TOTAL","Aggregate Q, CP, CYP, PYP, CVM, VPIL.adj up Product to TOTAL for All Assets and Industries",292,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,AGGREGATE,"{aggregate dimension = Product}{top level specification = TOTAL}"," {Industry = *} {Asset = *} {Measure = VPIL.adj} {Prices = CP, CYP, PYP, CVM} {Periodicity = Q}","n/a"
297,2,"      06.605 Calc VPIL_C.adj","Calculate all VPIL_C.adj data as VPIL_C+VPIL.adj",292,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIL_C.adj}}{formula = VPIL_C + VPIL.adj}"," {Industry = *} {Asset = *} {Prices = *} {Periodicity = *} {Product = *}","n/a"
298,1,"   06.70 Calculate VPIC","Calculate VPIC as VPIL_C.adj-VPIL_O for all Assets and Prices, calculate VPIC.ind & combined Assets",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate VPIC as VPIL_C.adj-VPIL_O for all Assets and Prices, calculate VPIC.ind & combined Assets}{isparallel = N}","n/a","n/a"
299,2,"      06.701 Calc VPIC AN.12","Calculate Q, VPIC, AN.12 as VPIL_C.adj-VPIL_O for all Prices, Industries and Products",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIC}}{formula = round((VPIL_C.adj - VPIL_O),0)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.12} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
300,2,"      06.702 Calc VPIC AN.121","Calculate Q, VPIC, AN.121 as VPIL_C.adj-VPIL_O for all Prices, Industries and Products",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIC}}{formula = round((VPIL_C.adj - VPIL_O),0)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.121} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
301,2,"      06.703 Calc VPIC AN.122","Calculate Q, VPIC, AN.122 as VPIL_C.adj-VPIL_O for all Prices, Industries and Products",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIC}}{formula = round((VPIL_C.adj - VPIL_O),0)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.122} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
302,2,"      06.704 Calc VPIC AN.123","Calculate Q, VPIC, AN.123 as VPIL_C.adj-VPIL_O for all Prices, Industries and Products",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIC}}{formula = round((VPIL_C.adj - VPIL_O),0)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.123} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
303,2,"      06.705 Calc VPIC AN.124","Calculate Q, VPIC, AN.124 as VPIL_C.adj-VPIL_O for all Prices, Industries and Products",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIC}}{formula = round((VPIL_C.adj - VPIL_O),0)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.124} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
304,2,"      06.706 Calc VPIC AN.125","Calculate Q, VPIC, AN.125 as VPIL_C.adj-VPIL_O for all Prices, Industries and Products",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Measure = VPIC}}{formula = round((VPIL_C.adj - VPIL_O),0)}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Asset = AN.125} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'Q'} {Product = group Bottom level,'TOTAL'}","n/a"
305,2,"      06.707 Copy AN.125 to VPIC.ind","Copy Q, VPIC, CP, PYP, AN.125 to VPIC.ind, mapping Product to Industry for SU",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL} {Asset = AN.125} {Measure = VPIC} {Prices = CP,PYP} {Periodicity = Q} {Product = TOTAL,group Bottom level}","{Product-> (Indirect) Industry{classification mapping = CPA to Industry (from Unbalanced Inventories)}}{Asset-> (Direct) Asset}{VPIC.ind-> (Unmapped) Measure}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
306,2,"      06.708 Calc VPIC AN.122_3_5","Calculate Q, VPIC, AN.122_3_5 as sum of component Assets for all Prices, Industries and Products",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Asset = AN.122_3_5} {Measure = VPIC}}{formula = AN.122:VPIC + AN.123:VPIC + AN.125:VPIC.ind}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Prices = CP,CYP,PYP,CVM} {Periodicity = Q} {Product = TOTAL,group Bottom level}","n/a"
307,2,"      06.709 Calc VPIC AN.121_4","Calculate Q, VPIC, AN.121_4 as sum of component Assets for all Prices, Industries and Products",298,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Asset = AN.121_4}}{formula = AN.121 + AN.124}"," {Industry = 'TOTAL',group Bottom level,group Published Series} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'Q'} {Product = 'TOTAL',group Bottom level}","n/a"
308,1,"   06.80 Calc VPIC Annual","Calculate annual VPIC for all assets and VPIC.ind for AN.125",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate annual VPIC for all assets and VPIC.ind for AN.125}{isparallel = N}","n/a","n/a"
309,2,"      Dummy Parallel Task 309",308,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
310,3,"         06.801 Agg VPIC Q to A AN.12","Aggregate (total) VPIC, AN.12, Q to A for all Prices, Industries and Products",309,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,total)}"," {Industry = 'TOTAL',group Bottom level,group Published Bottom Level} {Asset = AN.12} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Product = group Bottom level,'TOTAL'}","n/a"
311,3,"         06.802 Agg VPIC Q to A AN.121","Aggregate (total) VPIC, AN.121, Q to A for all Prices, Industries and Products",309,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,total)}"," {Industry = 'TOTAL',group Bottom level,group Published Bottom Level} {Asset = AN.121} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Product = group Bottom level,'TOTAL'}","n/a"
312,3,"         06.803 Agg VPIC Q to A AN.122","Aggregate (total) VPIC, AN.122, Q to A for all Prices, Industries and Products",309,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,total)}"," {Industry = 'TOTAL',group Bottom level,group Published Bottom Level} {Asset = AN.122} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Product = group Bottom level,'TOTAL'}","n/a"
313,3,"         06.804 Agg VPIC Q to A AN.123","Aggregate (total) VPIC, AN.123, Q to A for all Prices, Industries and Products",309,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,total)}"," {Industry = 'TOTAL',group Bottom level,group Published Bottom Level} {Asset = AN.123} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Product = group Bottom level,'TOTAL'}","n/a"
314,3,"         06.805 Agg VPIC Q to A AN.124","Aggregate (total) VPIC, AN.124, Q to A for all Prices, Industries and Products",309,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,total)}"," {Industry = 'TOTAL',group Bottom level,group Published Bottom Level} {Asset = AN.124} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Product = group Bottom level,'TOTAL'}","n/a"
315,3,"         06.806 Agg VPIC&ind to A AN.125","Aggregate (total) VPIC, VPIC.ind, AN.125, Q to A for all Prices, Industries and Products",309,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,total)}"," {Industry = 'TOTAL',group Bottom level,group Published Bottom Level} {Asset = AN.125} {Measure = 'VPIC',VPIC.ind} {Prices = 'CP','CVM','PYP','CYP'} {Product = group Bottom level,'TOTAL'}","n/a"
316,3,"         06.807 Agg VPIC to A AN.122_3_5","Aggregate (total) VPIC, AN.122_3_5, Q to A for all Prices, Industries and Products",309,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,total)}"," {Industry = 'TOTAL',group Bottom level,group Published Bottom Level} {Asset = 'AN.122_3_5'} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Product = group Bottom level,'TOTAL'}","n/a"
317,3,"         06.808 Agg VPIC Q to A AN.121_4","Aggregate (total) VPIC, AN.121_4, Q to A for all Prices, Industries and Products",309,CALCULATION DEFINITION,N,Y,Y,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate(Q,A,total)}"," {Industry = 'TOTAL',group Bottom level,group Published Bottom Level} {Asset = 'AN.121_4'} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Product = group Bottom level,'TOTAL'}","n/a"
318,1,"   06.90 Calc VPIL_C.adj PYP A","Calculate annual VPIL_C.adj for AN.125, PYP",229,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate annual VPIL_C.adj for AN.125, PYP}{isparallel = N}","n/a","n/a"
319,2,"      06.901 Agg VPIL_C.adj PYP to A","Aggregate (end) VPIL_C.adj, AN.125, PYP, Q to A for Industry TOTAL, Product Bottom level",318,CALCULATION DEFINITION,N,N,N,"06.00 VPIL and VPIC Volume","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate (Q,  A, end)}"," {Industry = TOTAL} {Asset = AN.125} {Measure = 'VPIL_C.adj'} {Prices = PYP} {Product = group Bottom level}","n/a"
320,0,"07.00 VPIC and Holding Gains","Copy data to 07.00 VPIC and HG and process as required",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 07.00 VPIC and HG and process as required}{isparallel = N}","n/a","n/a"
321,1,"   07.001 Delete data","Delete all data from the VPIC and HG dataset",320,CALCULATION DEFINITION,N,N,N,"07.00 VPIC and HG","Work in progress", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Measure = *} {Prices = *} {Seasonal Adjustment = *} {Periodicity = *}","n/a"
322,1,"   Dummy Parallel Task 322",320,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
323,2,"      07.002 Copy BV BVC CP data","Copy BV, BVC, CP, Q, Asset Bottom level, Ind Bottom level & TOTAL from BVC and VPIC",322,CALCULATION DEFINITION,N,Y,Y,"07.00 VPIC and HG","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 04.00 BVC and VPIC}{status = Work in progress}}"," {Industry = group Bottom level,TOTAL} {Asset = group Bottom level} {Measure = BV, BVC} {Prices = CP} {Periodicity = Q}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{NSA-> (Unmapped) Seasonal Adjustment}{Periodicity-> (Direct) Periodicity}"
324,2,"      07.003 Copy VPIC Q data","Copy VPIC, All Prices, Q, All Assets, Ind Bottom level & TOTAL, Prod TOTAL from VPIL and VPIC Volume",322,CALCULATION DEFINITION,N,Y,Y,"07.00 VPIC and HG","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level,TOTAL} {Asset = group All Assets} {Measure = VPIC} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = 'Q'} {Product = TOTAL}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{NSA-> (Unmapped) Seasonal Adjustment}{Periodicity-> (Direct) Periodicity}"
325,2,"      07.004 Copy VPIL_C.adj CP Q data","Copy VPIL_C.adj, CP, Q, Asset Bottom level, Ind Bot level, TOTAL, Prod TOTAL from VPIL and VPIC Vol",322,CALCULATION DEFINITION,N,Y,Y,"07.00 VPIC and HG","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level,TOTAL} {Asset = group Bottom level} {Measure = VPIL_C.adj} {Prices = CP} {Periodicity = Q} {Product = TOTAL}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{Prices-> (Direct) Prices}{NSA-> (Unmapped) Seasonal Adjustment}{Periodicity-> (Direct) Periodicity}"
326,1,"   07.005 Calculate HG CP Q","Calculate HG, CP, Q as VPIL_C.adj value growth - VPIC for Asset Bottom level, Ind Bottom level & TOT",320,CALCULATION DEFINITION,N,N,N,"07.00 VPIC and HG","Work in progress", , ,FORMULA,"{items to calculate {Measure = HG}}{formula = (VPIL_C.adj - lag(VPIL_C.adj,1))-VPIC}"," {Industry = group Bottom level,TOTAL} {Asset = group Bottom level} {Prices = CP} {Seasonal Adjustment = NSA} {Periodicity = Q}","n/a"
327,1,"   07.006 Aggregate to TOTAL","Aggregate VPIC, HG, CP, Quarterly to Industry TOTAL for Asset Bottom level",320,CALCULATION DEFINITION,N,N,N,"07.00 VPIC and HG","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Asset = group Bottom level} {Measure = VPIC, HG} {Prices = CP} {Seasonal Adjustment = NSA} {Periodicity = Q}","n/a"
328,1,"   07.007 Aggregate to AN.12","Aggregate VPIC, HG, CP, Quarterly to Asset AN.12 for Industry Bottom level, TOTAL",320,CALCULATION DEFINITION,N,N,N,"07.00 VPIC and HG","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = group Bottom level,TOTAL} {Measure = VPIC, HG} {Prices = CP} {Seasonal Adjustment = NSA} {Periodicity = Q}","n/a"
329,1,"   07.008 Aggregate to Annual","Aggregate (total) VPIC, HG, CP, Quarterly to Annual for Industry Bottom level and TOTAL, All Assets",320,CALCULATION DEFINITION,N,N,N,"07.00 VPIC and HG","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = Aggregate ( Q, A, total )}"," {Industry = group Bottom level,TOTAL} {Asset = group All Assets} {Measure = VPIC, HG} {Prices = CP} {Seasonal Adjustment = NSA}","n/a"
330,0,"08.00 Sector Breakdown","Copy data to 08.00 Sector Breakdown and process as required",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 08.00 Sector Breakdown and process as required}{isparallel = N}","n/a","n/a"
331,1,"   08.001 Delete data","Delete all data from the Sector Breakdown dataset",330,CALCULATION DEFINITION,N,N,N,"08.00 Sector Breakdown","Work in progress", , ,DELETE DATA,"n/a"," {Industry = *} {Measure = *} {Sector = *} {Seasonal Adjustment = *} {Periodicity = *}","n/a"
332,1,"   08.002 Copy Industry Sector Patt","Copy Q, AN.12, R1.2, P, Sector data from Input: Inventories Local",330,CALCULATION DEFINITION,N,N,N,"08.00 Sector Breakdown","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = Input: Inventories Local}{status = Work in progress}}"," {Industry = *} {Product = TOTAL} {Asset = AN.12} {Sector = *} {Measure = *} {Source = LOCAL} {Adjustment Basis = R1.2} {Allocation = P} {Prices = CP} {Periodicity = Q}","{Industry-> (Direct) Industry}{Measure-> (Direct) Measure}{Sector-> (Direct) Sector}{NSA-> (Unmapped) Seasonal Adjustment}{Periodicity-> (Direct) Periodicity}"
333,1,"   08.003 Copy VPIC CP AN.12 Q","Copy VPIC, CP, S.1, Q, AN.12, Industry Bottom level & TOTAL, Product TOTAL from VPIL and VPIC Volume",330,CALCULATION DEFINITION,N,N,N,"08.00 Sector Breakdown","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL,group Bottom level} {Asset = AN.12} {Measure = VPIC} {Prices = CP} {Periodicity = Q} {Product = TOTAL}","{Industry-> (Direct) Industry}{Measure-> (Direct) Measure}{S.1-> (Unmapped) Sector}{NSA-> (Unmapped) Seasonal Adjustment}{Periodicity-> (Direct) Periodicity}"
334,1,"   08.004 Copy HG CP AN.12 Q","Copy HG, CP, S.1, Q, AN.12, Industry Bottom level & TOTAL from VPIC and HG",330,CALCULATION DEFINITION,N,N,N,"08.00 Sector Breakdown","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 07.00 VPIC and HG}{status = Work in progress}}"," {Industry = TOTAL,group Bottom level} {Asset = AN.12} {Measure = HG} {Prices = CP} {Seasonal Adjustment = NSA} {Periodicity = Q}","{Industry-> (Direct) Industry}{Measure-> (Direct) Measure}{S.1-> (Unmapped) Sector}{Seasonal Adjustment-> (Direct) Seasonal Adjustment}{Periodicity-> (Direct) Periodicity}"
335,1,"   08.005 Prorate HG down Sector","Prorate HG, Q down Sector from S.1 using HGpattern for Industry Bottom level and TOTAL",330,CALCULATION DEFINITION,N,N,N,"08.00 Sector Breakdown","Work in progress", , ,PRORATE,"{measure dimension = Measure}{hierarchy dimension = Sector}{prorate item = HG}{pattern item = HGpattern}{top level specification = S.1}"," {Industry = TOTAL,group Bottom level} {Seasonal Adjustment = NSA} {Periodicity = Q}","n/a"
336,1,"   08.006 Prorate VPIC down Sector","Prorate VPIC, Q down Sector from S.1 using Indpattern for Industry Bottom level and TOTAL",330,CALCULATION DEFINITION,N,N,N,"08.00 Sector Breakdown","Work in progress", , ,PRORATE,"{measure dimension = Measure}{hierarchy dimension = Sector}{prorate item = VPIC}{pattern item = Indpattern}{top level specification = S.1}"," {Industry = TOTAL,group Bottom level} {Seasonal Adjustment = NSA} {Periodicity = Q}","n/a"
337,1,"   08.007 Aggregate to Annual","Aggregate VPIC, HG, Quarterly to Annual for All Sectors, Industry Bottom level and TOTAL",330,CALCULATION DEFINITION,N,N,N,"08.00 Sector Breakdown","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = aggregate (Q, A, total)}"," {Industry = TOTAL, group Bottom level} {Measure = VPIC, HG} {Sector = *} {Seasonal Adjustment = NSA}","n/a"
338,0,"09.00 Output for SUT","Copy data to 09.00 Unbal Output: SUT, Completed and create negative P2",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 09.00 Unbal Output: SUT, Completed and create negative P2}{isparallel = N}","n/a","n/a"
339,1,"   09.001 Delete data","Delete all Completed data from the Unbal Output: SUT dataset",338,CALCULATION DEFINITION,N,N,N,"09.00 Unbal Output: SUT","Completed", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Product = *} {Price = *} {Periodicity = *} {Transaction = *}","n/a"
340,1,"   Dummy Parallel Task 340",338,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
341,2,"      09.002 Copy P52 data to Output","Copy VPIC, All Prices, A, AN.12, Industry TOTAL, Prod Bottom level to P52 in Unbal Output: SUT",340,CALCULATION DEFINITION,N,Y,Y,"09.00 Unbal Output: SUT","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = 'TOTAL'} {Asset = AN.12} {Measure = 'VPIC'} {Prices = 'CP','CVM','PYP','CYP'} {Periodicity = A} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Prices-> (Direct) Price}{Periodicity-> (Direct) Periodicity}{P52-> (Unmapped) Transaction}"
342,2,"      09.003 Copy P2 data to Output","Copy VPIC, CP, CYP, PYP, A, AN.121_4, Ind and Prod Bot level to HOLD, P2 in Unbal Output: SUT",340,CALCULATION DEFINITION,N,Y,Y,"09.00 Unbal Output: SUT","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = 'AN.121_4'} {Measure = 'VPIC'} {Prices = 'CP','PYP','CYP'} {Periodicity = A} {Product = group Bottom level}","{Industry-> (Direct) Industry}{HOLD-> (Unmapped) Asset}{Product-> (Direct) Product}{Prices-> (Direct) Price}{Periodicity-> (Direct) Periodicity}{P2-> (Unmapped) Transaction}"
343,2,"      09.004 Copy P11 data to Output","Copy VPIC, CP, CYP, PYP, A, AN.122, 3, 5, Ind and Prod Bot level to P11 in Unbal Output: SUT",340,CALCULATION DEFINITION,N,Y,Y,"09.00 Unbal Output: SUT","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = 'AN.122_3_5','AN.122','AN.123','AN.125'} {Measure = 'VPIC'} {Prices = 'CP','PYP','CYP'} {Periodicity = A} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Prices-> (Direct) Price}{Periodicity-> (Direct) Periodicity}{P11-> (Unmapped) Transaction}"
344,2,"      09.005 Copy P52 data to Output","Copy VPIC, CP, CYP, PYP, A, AN.121_4, Ind TOTAL, Prod Bottom level to P52 in Unbal Output: SUT",340,CALCULATION DEFINITION,N,Y,Y,"09.00 Unbal Output: SUT","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 06.00 VPIL and VPIC Volume}{status = Work in progress}}"," {Industry = TOTAL} {Asset = 'AN.121_4'} {Measure = 'VPIC'} {Prices = 'CP','PYP','CYP'} {Periodicity = A} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Product-> (Direct) Product}{Prices-> (Direct) Price}{Periodicity-> (Direct) Periodicity}{P52-> (Unmapped) Transaction}"
